job,country,number_of_pages,unique_url
Data Analyst,Guatemala,20,"https://www.glassdoor.com/Salaries/guatemala-data-analyst-salary-SRCH_IL.0,9_IN101_KO10,22_IP{}.htm"
Data Analyst,Bulgaria,100,"https://www.glassdoor.com/Salaries/bulgaria-data-analyst-salary-SRCH_IL.0,8_IN39_KO9,21_IP{}.htm"
Database Administrator,Japan,20,"https://www.glassdoor.com/Salaries/japan-database-administrator-salary-SRCH_IL.0,5_IN123_KO6,28_IP{}.htm"
Database Administrator,South Korea,20,"https://www.glassdoor.com/Salaries/south-korea-database-administrator-salary-SRCH_IL.0,11_IN135_KO12,34_IP{}.htm"
Database Administrator,China,40,"https://www.glassdoor.com/Salaries/china-database-administrator-salary-SRCH_IL.0,5_IN48_KO6,28_IP{}.htm"
Database Administrator,United States,8080,"https://www.glassdoor.com/Salaries/us-database-administrator-salary-SRCH_IL.0,2_IN1_KO3,25_IP{}.htm"
Database Administrator,Germany,180,"https://www.glassdoor.com/Salaries/germany-database-administrator-salary-SRCH_IL.0,7_IN96_KO8,30_IP{}.htm"
Database Administrator,Singapore,220,"https://www.glassdoor.com/Salaries/database-administrator-salary-SRCH_IM1123_KO0,22_IP{}.htm"
Database Administrator,United Kingdom,1600,"https://www.glassdoor.com/Salaries/uk-database-administrator-salary-SRCH_IL.0,2_IN2_KO3,25_IP{}.htm"
Database Administrator,Russia,60,"https://www.glassdoor.com/Salaries/russia-database-administrator-salary-SRCH_IL.0,6_IN205_KO7,29_IP{}.htm"
Database Administrator,Switzerland,100,"https://www.glassdoor.com/Salaries/switzerland-database-administrator-salary-SRCH_IL.0,11_IN226_KO12,34_IP{}.htm"
Database Administrator,United Arab Emirates,80,"https://www.glassdoor.com/Salaries/united-arab-emirates-database-administrator-salary-SRCH_IL.0,20_IN6_KO21,43_IP{}.htm"
Database Administrator,India,80,"https://www.glassdoor.com/Salaries/database-administrator-salary-SRCH_IM407_KO0,22_IP{}.htm"
Database Administrator,France,260,"https://www.glassdoor.com/Salaries/france-database-administrator-salary-SRCH_IL.0,6_IN86_KO7,29_IP{}.htm"
Database Administrator,Israel,140,"https://www.glassdoor.com/Salaries/israel-database-administrator-salary-SRCH_IL.0,6_IN119_KO7,29_IP{}.htm"
Database Administrator,Canada,940,"https://www.glassdoor.com/Salaries/canada-database-administrator-salary-SRCH_IL.0,6_IN3_KO7,29_IP{}.htm"
Database Administrator,Sweden,20,"https://www.glassdoor.com/Salaries/sweden-database-administrator-salary-SRCH_IL.0,6_IN223_KO7,29_IP{}.htm"
Database Administrator,Denmark,20,"https://www.glassdoor.com/Salaries/denmark-database-administrator-salary-SRCH_IL.0,7_IN63_KO8,30_IP{}.htm"
Database Administrator,Netherlands,97,"https://www.glassdoor.com/Salaries/netherlands-database-administrator-salary-SRCH_IL.0,11_IN178_KO12,34_IP{}.htm"
Database Administrator,Qatar,20,"https://www.glassdoor.com/Salaries/qatar-database-administrator-salary-SRCH_IL.0,5_IN199_KO6,28_IP{}.htm"
Database Administrator,Australia,400,"https://www.glassdoor.com/Salaries/australia-database-administrator-salary-SRCH_IL.0,9_IN16_KO10,32_IP{}.htm"
Database Administrator,Finland,20,"https://www.glassdoor.com/Salaries/finland-database-administrator-salary-SRCH_IL.0,7_IN79_KO8,30_IP{}.htm"
Database Administrator,Norway,20,"https://www.glassdoor.com/Salaries/norway-database-administrator-salary-SRCH_IL.0,6_IN180_KO7,29_IP{}.htm"
Database Administrator,Luxembourg,20,"https://www.glassdoor.com/Salaries/luxembourg-database-administrator-salary-SRCH_IL.0,10_IN148_KO11,33_IP{}.htm"
Database Administrator,Belgium,60,"https://www.glassdoor.com/Salaries/belgium-database-administrator-salary-SRCH_IL.0,7_IN25_KO8,30_IP{}.htm"
Database Administrator,Saudi Arabia,60,"https://www.glassdoor.com/Salaries/saudi-arabia-database-administrator-salary-SRCH_IL.0,12_IN207_KO13,35_IP{}.htm"
Database Administrator,Austria,40,"https://www.glassdoor.com/Salaries/austria-database-administrator-salary-SRCH_IL.0,7_IN18_KO8,30_IP{}.htm"
Database Administrator,Italy,160,"https://www.glassdoor.com/Salaries/italy-database-administrator-salary-SRCH_IL.0,5_IN120_KO6,28_IP{}.htm"
Database Administrator,New Zealand,80,"https://www.glassdoor.com/Salaries/new-zealand-database-administrator-salary-SRCH_IL.0,11_IN186_KO12,34_IP{}.htm"
Database Administrator,Ireland,144,"https://www.glassdoor.com/Salaries/ireland-database-administrator-salary-SRCH_IL.0,7_IN70_KO8,30_IP{}.htm"
Database Administrator,Poland,72,"https://www.glassdoor.com/Salaries/poland-database-administrator-salary-SRCH_IL.0,6_IN193_KO7,29_IP{}.htm"
Database Administrator,Spain,260,"https://www.glassdoor.com/Salaries/spain-database-administrator-salary-SRCH_IL.0,5_IN219_KO6,28_IP{}.htm"
Database Administrator,Thailand,23,"https://www.glassdoor.com/Salaries/thailand-database-administrator-salary-SRCH_IL.0,8_IN229_KO9,31_IP{}.htm"
Database Administrator,Malaysia,140,"https://www.glassdoor.com/Salaries/malaysia-database-administrator-salary-SRCH_IL.0,8_IN170_KO9,31_IP{}.htm"
Database Administrator,Estonia,20,"https://www.glassdoor.com/Salaries/estonia-database-administrator-salary-SRCH_IL.0,7_IN72_KO8,30_IP{}.htm"
Database Administrator,Vietnam,20,"https://www.glassdoor.com/Salaries/vietnam-database-administrator-salary-SRCH_IL.0,7_IN251_KO8,30_IP{}.htm"
Database Administrator,Iran,40,"https://www.glassdoor.com/Salaries/iran-database-administrator-salary-SRCH_IL.0,4_IN118_KO5,27_IP{}.htm"
Database Administrator,Ukraine,4,"https://www.glassdoor.com/Salaries/ukraine-database-administrator-salary-SRCH_IL.0,7_IN244_KO8,30_IP{}.htm"
Database Administrator,Hungary,60,"https://www.glassdoor.com/Salaries/hungary-database-administrator-salary-SRCH_IL.0,7_IN111_KO8,30_IP{}.htm"
Database Administrator,Brazil,1937,"https://www.glassdoor.com/Salaries/brazil-database-administrator-salary-SRCH_IL.0,6_IN36_KO7,29_IP{}.htm"
Database Administrator,Philippines,200,"https://www.glassdoor.com/Salaries/philippines-database-administrator-salary-SRCH_IL.0,11_IN204_KO12,34_IP{}.htm"
Database Administrator,Indonesia,180,"https://www.glassdoor.com/Salaries/indonesia-database-administrator-salary-SRCH_IL.0,9_IN113_KO10,32_IP{}.htm"
Database Administrator,Turkey,100,"https://www.glassdoor.com/Salaries/turkey-database-administrator-salary-SRCH_IL.0,6_IN238_KO7,29_IP{}.htm"
Database Administrator,Romania,65,"https://www.glassdoor.com/Salaries/romania-database-administrator-salary-SRCH_IL.0,7_IN203_KO8,30_IP{}.htm"
Database Administrator,Bahrain,9,"https://www.glassdoor.com/Salaries/bahrain-database-administrator-salary-SRCH_IL.0,7_IN21_KO8,30_IP{}.htm"
Database Administrator,Bangladesh,27,"https://www.glassdoor.com/Salaries/bangladesh-database-administrator-salary-SRCH_IL.0,10_IN27_KO11,33_IP{}.htm"
Database Administrator,Egypt,93,"https://www.glassdoor.com/Salaries/egypt-database-administrator-salary-SRCH_IL.0,5_IN69_KO6,28_IP{}.htm"
Database Administrator,Colombia,49,"https://www.glassdoor.com/Salaries/colombia-database-administrator-salary-SRCH_IL.0,8_IN54_KO9,31_IP{}.htm"
Database Administrator,Mexico,360,"https://www.glassdoor.com/Salaries/mexico-database-administrator-salary-SRCH_IL.0,6_IN169_KO7,29_IP{}.htm"
Database Administrator,Azerbaijan,20,"https://www.glassdoor.com/Salaries/azerbaijan-database-administrator-salary-SRCH_IL.0,10_IN9_KO11,33_IP{}.htm"
Database Administrator,Kazakhstan,20,"https://www.glassdoor.com/Salaries/kazakhstan-database-administrator-salary-SRCH_IL.0,10_IN138_KO11,33_IP{}.htm"
Database Administrator,Argentina,300,"https://www.glassdoor.com/Salaries/argentina-database-administrator-salary-SRCH_IL.0,9_IN15_KO10,32_IP{}.htm"
Database Administrator,Belarus,20,"https://www.glassdoor.com/Salaries/belarus-database-administrator-salary-SRCH_IL.0,7_IN33_KO8,30_IP{}.htm"
Database Administrator,Serbia,20,"https://www.glassdoor.com/Salaries/serbia-database-administrator-salary-SRCH_IL.0,6_IN200_KO7,29_IP{}.htm"
Database Administrator,South Africa,140,"https://www.glassdoor.com/Salaries/south-africa-database-administrator-salary-SRCH_IL.0,12_IN211_KO13,35_IP{}.htm"
Database Administrator,Jordan,91,"https://www.glassdoor.com/Salaries/database-administrator-salary-SRCH_IM567_KO0,22_IP{}.htm"
Database Administrator,Sri Lanka,21,"https://www.glassdoor.com/Salaries/sri-lanka-database-administrator-salary-SRCH_IL.0,9_IN45_KO10,32_IP{}.htm"
Database Administrator,Greece,40,"https://www.glassdoor.com/Salaries/greece-database-administrator-salary-SRCH_IL.0,6_IN100_KO7,29_IP{}.htm"
Database Administrator,Guatemala,4,"https://www.glassdoor.com/Salaries/guatemala-database-administrator-salary-SRCH_IL.0,9_IN101_KO10,32_IP{}.htm"
Senior Data Analyst,Japan,420,"https://www.glassdoor.com/Salaries/japan-senior-data-analyst-salary-SRCH_IL.0,5_IN123_KO6,25_IP{}.htm"
Senior Data Analyst,South Korea,240,"https://www.glassdoor.com/Salaries/south-korea-senior-data-analyst-salary-SRCH_IL.0,11_IN135_KO12,31_IP{}.htm"
Senior Data Analyst,China,720,"https://www.glassdoor.com/Salaries/china-senior-data-analyst-salary-SRCH_IL.0,5_IN48_KO6,25_IP{}.htm"
Senior Data Analyst,United States,4480,"https://www.glassdoor.com/Salaries/us-senior-data-analyst-salary-SRCH_IL.0,2_IN1_KO3,22_IP{}.htm"
Senior Data Analyst,Germany,4268,"https://www.glassdoor.com/Salaries/germany-senior-data-analyst-salary-SRCH_IL.0,7_IN96_KO8,27_IP{}.htm"
Senior Data Analyst,Singapore,2360,"https://www.glassdoor.com/Salaries/senior-data-analyst-salary-SRCH_IM1123_KO0,19_IP{}.htm"
Senior Data Analyst,United Kingdom,11740,"https://www.glassdoor.com/Salaries/uk-senior-data-analyst-salary-SRCH_IL.0,2_IN2_KO3,22_IP{}.htm"
Senior Data Analyst,Russia,871,"https://www.glassdoor.com/Salaries/russia-senior-data-analyst-salary-SRCH_IL.0,6_IN205_KO7,26_IP{}.htm"
Senior Data Analyst,Switzerland,920,"https://www.glassdoor.com/Salaries/switzerland-senior-data-analyst-salary-SRCH_IL.0,11_IN226_KO12,31_IP{}.htm"
Senior Data Analyst,United Arab Emirates,700,"https://www.glassdoor.com/Salaries/united-arab-emirates-senior-data-analyst-salary-SRCH_IL.0,20_IN6_KO21,40_IP{}.htm"
Senior Data Analyst,India,31,"https://www.glassdoor.com/Salaries/senior-data-analyst-salary-SRCH_IM407_KO0,19_IP{}.htm"
Senior Data Analyst,France,6523,"https://www.glassdoor.com/Salaries/france-senior-data-analyst-salary-SRCH_IL.0,6_IN86_KO7,26_IP{}.htm"
Senior Data Analyst,Israel,1320,"https://www.glassdoor.com/Salaries/israel-senior-data-analyst-salary-SRCH_IL.0,6_IN119_KO7,26_IP{}.htm"
Senior Data Analyst,Canada,7080,"https://www.glassdoor.com/Salaries/canada-senior-data-analyst-salary-SRCH_IL.0,6_IN3_KO7,26_IP{}.htm"
Senior Data Analyst,Sweden,620,"https://www.glassdoor.com/Salaries/sweden-senior-data-analyst-salary-SRCH_IL.0,6_IN223_KO7,26_IP{}.htm"
Senior Data Analyst,Denmark,408,"https://www.glassdoor.com/Salaries/denmark-senior-data-analyst-salary-SRCH_IL.0,7_IN63_KO8,27_IP{}.htm"
Senior Data Analyst,Netherlands,2489,"https://www.glassdoor.com/Salaries/netherlands-senior-data-analyst-salary-SRCH_IL.0,11_IN178_KO12,31_IP{}.htm"
Senior Data Analyst,Qatar,78,"https://www.glassdoor.com/Salaries/qatar-senior-data-analyst-salary-SRCH_IL.0,5_IN199_KO6,25_IP{}.htm"
Senior Data Analyst,Australia,3380,"https://www.glassdoor.com/Salaries/australia-senior-data-analyst-salary-SRCH_IL.0,9_IN16_KO10,29_IP{}.htm"
Senior Data Analyst,Finland,300,"https://www.glassdoor.com/Salaries/finland-senior-data-analyst-salary-SRCH_IL.0,7_IN79_KO8,27_IP{}.htm"
Senior Data Analyst,Norway,220,"https://www.glassdoor.com/Salaries/norway-senior-data-analyst-salary-SRCH_IL.0,6_IN180_KO7,26_IP{}.htm"
Senior Data Analyst,Luxembourg,160,"https://www.glassdoor.com/Salaries/luxembourg-senior-data-analyst-salary-SRCH_IL.0,10_IN148_KO11,30_IP{}.htm"
Senior Data Analyst,Belgium,740,"https://www.glassdoor.com/Salaries/belgium-senior-data-analyst-salary-SRCH_IL.0,7_IN25_KO8,27_IP{}.htm"
Senior Data Analyst,Saudi Arabia,260,"https://www.glassdoor.com/Salaries/saudi-arabia-senior-data-analyst-salary-SRCH_IL.0,12_IN207_KO13,32_IP{}.htm"
Senior Data Analyst,Austria,320,"https://www.glassdoor.com/Salaries/austria-senior-data-analyst-salary-SRCH_IL.0,7_IN18_KO8,27_IP{}.htm"
Senior Data Analyst,Italy,2060,"https://www.glassdoor.com/Salaries/italy-senior-data-analyst-salary-SRCH_IL.0,5_IN120_KO6,25_IP{}.htm"
Senior Data Analyst,New Zealand,480,"https://www.glassdoor.com/Salaries/new-zealand-senior-data-analyst-salary-SRCH_IL.0,11_IN186_KO12,31_IP{}.htm"
Senior Data Analyst,Ireland,1180,"https://www.glassdoor.com/Salaries/ireland-senior-data-analyst-salary-SRCH_IL.0,7_IN70_KO8,27_IP{}.htm"
Senior Data Analyst,Poland,1080,"https://www.glassdoor.com/Salaries/poland-senior-data-analyst-salary-SRCH_IL.0,6_IN193_KO7,26_IP{}.htm"
Senior Data Analyst,Spain,3600,"https://www.glassdoor.com/Salaries/spain-senior-data-analyst-salary-SRCH_IL.0,5_IN219_KO6,25_IP{}.htm"
Senior Data Analyst,Thailand,480,"https://www.glassdoor.com/Salaries/thailand-senior-data-analyst-salary-SRCH_IL.0,8_IN229_KO9,28_IP{}.htm"
Senior Data Analyst,Malaysia,1368,"https://www.glassdoor.com/Salaries/malaysia-senior-data-analyst-salary-SRCH_IL.0,8_IN170_KO9,28_IP{}.htm"
Senior Data Analyst,Estonia,160,"https://www.glassdoor.com/Salaries/estonia-senior-data-analyst-salary-SRCH_IL.0,7_IN72_KO8,27_IP{}.htm"
Senior Data Analyst,Vietnam,340,"https://www.glassdoor.com/Salaries/vietnam-senior-data-analyst-salary-SRCH_IL.0,7_IN251_KO8,27_IP{}.htm"
Senior Data Analyst,Iran,160,"https://www.glassdoor.com/Salaries/iran-senior-data-analyst-salary-SRCH_IL.0,4_IN118_KO5,24_IP{}.htm"
Senior Data Analyst,Ukraine,80,"https://www.glassdoor.com/Salaries/ukraine-senior-data-analyst-salary-SRCH_IL.0,7_IN244_KO8,27_IP{}.htm"
Senior Data Analyst,Hungary,356,"https://www.glassdoor.com/Salaries/hungary-senior-data-analyst-salary-SRCH_IL.0,7_IN111_KO8,27_IP{}.htm"
Senior Data Analyst,Brazil,4500,"https://www.glassdoor.com/Salaries/brazil-senior-data-analyst-salary-SRCH_IL.0,6_IN36_KO7,26_IP{}.htm"
Senior Data Analyst,Philippines,1371,"https://www.glassdoor.com/Salaries/philippines-senior-data-analyst-salary-SRCH_IL.0,11_IN204_KO12,31_IP{}.htm"
Senior Data Analyst,Indonesia,1560,"https://www.glassdoor.com/Salaries/indonesia-senior-data-analyst-salary-SRCH_IL.0,9_IN113_KO10,29_IP{}.htm"
Senior Data Analyst,Turkey,656,"https://www.glassdoor.com/Salaries/turkey-senior-data-analyst-salary-SRCH_IL.0,6_IN238_KO7,26_IP{}.htm"
Senior Data Analyst,Romania,374,"https://www.glassdoor.com/Salaries/romania-senior-data-analyst-salary-SRCH_IL.0,7_IN203_KO8,27_IP{}.htm"
Senior Data Analyst,Bahrain,17,"https://www.glassdoor.com/Salaries/bahrain-senior-data-analyst-salary-SRCH_IL.0,7_IN21_KO8,27_IP{}.htm"
Senior Data Analyst,Bangladesh,480,"https://www.glassdoor.com/Salaries/bangladesh-senior-data-analyst-salary-SRCH_IL.0,10_IN27_KO11,30_IP{}.htm"
Senior Data Analyst,Egypt,760,"https://www.glassdoor.com/Salaries/egypt-senior-data-analyst-salary-SRCH_IL.0,5_IN69_KO6,25_IP{}.htm"
Senior Data Analyst,Colombia,784,"https://www.glassdoor.com/Salaries/colombia-senior-data-analyst-salary-SRCH_IL.0,8_IN54_KO9,28_IP{}.htm"
Senior Data Analyst,Mexico,1823,"https://www.glassdoor.com/Salaries/mexico-senior-data-analyst-salary-SRCH_IL.0,6_IN169_KO7,26_IP{}.htm"
Senior Data Analyst,Azerbaijan,43,"https://www.glassdoor.com/Salaries/azerbaijan-senior-data-analyst-salary-SRCH_IL.0,10_IN9_KO11,30_IP{}.htm"
Senior Data Analyst,Kazakhstan,105,"https://www.glassdoor.com/Salaries/kazakhstan-senior-data-analyst-salary-SRCH_IL.0,10_IN138_KO11,30_IP{}.htm"
Senior Data Analyst,Argentina,1460,"https://www.glassdoor.com/Salaries/argentina-senior-data-analyst-salary-SRCH_IL.0,9_IN15_KO10,29_IP{}.htm"
Senior Data Analyst,Belarus,20,"https://www.glassdoor.com/Salaries/belarus-senior-data-analyst-salary-SRCH_IL.0,7_IN33_KO8,27_IP{}.htm"
Senior Data Analyst,Serbia,80,"https://www.glassdoor.com/Salaries/serbia-senior-data-analyst-salary-SRCH_IL.0,6_IN200_KO7,26_IP{}.htm"
Senior Data Analyst,South Africa,908,"https://www.glassdoor.com/Salaries/south-africa-senior-data-analyst-salary-SRCH_IL.0,12_IN211_KO13,32_IP{}.htm"
Senior Data Analyst,Jordan,80,"https://www.glassdoor.com/Salaries/senior-data-analyst-salary-SRCH_IM567_KO0,19_IP{}.htm"
Senior Data Analyst,Sri Lanka,292,"https://www.glassdoor.com/Salaries/sri-lanka-senior-data-analyst-salary-SRCH_IL.0,9_IN45_KO10,29_IP{}.htm"
Senior Data Analyst,Greece,460,"https://www.glassdoor.com/Salaries/greece-senior-data-analyst-salary-SRCH_IL.0,6_IN100_KO7,26_IP{}.htm"
Senior Data Analyst,Guatemala,23,"https://www.glassdoor.com/Salaries/guatemala-senior-data-analyst-salary-SRCH_IL.0,9_IN101_KO10,29_IP{}.htm"
Senior Data Analyst,Bulgaria,180,"https://www.glassdoor.com/Salaries/bulgaria-senior-data-analyst-salary-SRCH_IL.0,8_IN39_KO9,28_IP{}.htm"
Senior Data Scientist,Japan,260,"https://www.glassdoor.com/Salaries/japan-senior-data-scientist-salary-SRCH_IL.0,5_IN123_KO6,27_IP{}.htm"
Senior Data Scientist,South Korea,131,"https://www.glassdoor.com/Salaries/south-korea-senior-data-scientist-salary-SRCH_IL.0,11_IN135_KO12,33_IP{}.htm"
Senior Data Scientist,China,260,"https://www.glassdoor.com/Salaries/china-senior-data-scientist-salary-SRCH_IL.0,5_IN48_KO6,27_IP{}.htm"
Senior Data Scientist,United States,3000,"https://www.glassdoor.com/Salaries/us-senior-data-scientist-salary-SRCH_IL.0,2_IN1_KO3,24_IP{}.htm"
Senior Data Scientist,Germany,2680,"https://www.glassdoor.com/Salaries/germany-senior-data-scientist-salary-SRCH_IL.0,7_IN96_KO8,29_IP{}.htm"
Senior Data Scientist,Singapore,976,"https://www.glassdoor.com/Salaries/senior-data-scientist-salary-SRCH_IM1123_KO0,21_IP{}.htm"
Senior Data Scientist,United Kingdom,4840,"https://www.glassdoor.com/Salaries/uk-senior-data-scientist-salary-SRCH_IL.0,2_IN2_KO3,24_IP{}.htm"
Senior Data Scientist,Russia,520,"https://www.glassdoor.com/Salaries/russia-senior-data-scientist-salary-SRCH_IL.0,6_IN205_KO7,28_IP{}.htm"
Senior Data Scientist,Switzerland,596,"https://www.glassdoor.com/Salaries/switzerland-senior-data-scientist-salary-SRCH_IL.0,11_IN226_KO12,33_IP{}.htm"
Senior Data Scientist,United Arab Emirates,220,"https://www.glassdoor.com/Salaries/united-arab-emirates-senior-data-scientist-salary-SRCH_IL.0,20_IN6_KO21,42_IP{}.htm"
Senior Data Scientist,India,20,"https://www.glassdoor.com/Salaries/senior-data-scientist-salary-SRCH_IM407_KO0,21_IP{}.htm"
Senior Data Scientist,France,4420,"https://www.glassdoor.com/Salaries/france-senior-data-scientist-salary-SRCH_IL.0,6_IN86_KO7,28_IP{}.htm"
Senior Data Scientist,Israel,660,"https://www.glassdoor.com/Salaries/israel-senior-data-scientist-salary-SRCH_IL.0,6_IN119_KO7,28_IP{}.htm"
Senior Data Scientist,Canada,2560,"https://www.glassdoor.com/Salaries/canada-senior-data-scientist-salary-SRCH_IL.0,6_IN3_KO7,28_IP{}.htm"
Senior Data Scientist,Sweden,340,"https://www.glassdoor.com/Salaries/sweden-senior-data-scientist-salary-SRCH_IL.0,6_IN223_KO7,28_IP{}.htm"
Senior Data Scientist,Denmark,240,"https://www.glassdoor.com/Salaries/denmark-senior-data-scientist-salary-SRCH_IL.0,7_IN63_KO8,29_IP{}.htm"
Senior Data Scientist,Netherlands,1360,"https://www.glassdoor.com/Salaries/netherlands-senior-data-scientist-salary-SRCH_IL.0,11_IN178_KO12,33_IP{}.htm"
Senior Data Scientist,Qatar,20,"https://www.glassdoor.com/Salaries/qatar-senior-data-scientist-salary-SRCH_IL.0,5_IN199_KO6,27_IP{}.htm"
Senior Data Scientist,Australia,1129,"https://www.glassdoor.com/Salaries/australia-senior-data-scientist-salary-SRCH_IL.0,9_IN16_KO10,31_IP{}.htm"
Senior Data Scientist,Finland,160,"https://www.glassdoor.com/Salaries/finland-senior-data-scientist-salary-SRCH_IL.0,7_IN79_KO8,29_IP{}.htm"
Senior Data Scientist,Norway,127,"https://www.glassdoor.com/Salaries/norway-senior-data-scientist-salary-SRCH_IL.0,6_IN180_KO7,28_IP{}.htm"
Senior Data Scientist,Luxembourg,100,"https://www.glassdoor.com/Salaries/luxembourg-senior-data-scientist-salary-SRCH_IL.0,10_IN148_KO11,32_IP{}.htm"
Senior Data Scientist,Belgium,380,"https://www.glassdoor.com/Salaries/belgium-senior-data-scientist-salary-SRCH_IL.0,7_IN25_KO8,29_IP{}.htm"
Senior Data Scientist,Saudi Arabia,74,"https://www.glassdoor.com/Salaries/saudi-arabia-senior-data-scientist-salary-SRCH_IL.0,12_IN207_KO13,34_IP{}.htm"
Senior Data Scientist,Austria,205,"https://www.glassdoor.com/Salaries/austria-senior-data-scientist-salary-SRCH_IL.0,7_IN18_KO8,29_IP{}.htm"
Senior Data Scientist,Italy,1100,"https://www.glassdoor.com/Salaries/italy-senior-data-scientist-salary-SRCH_IL.0,5_IN120_KO6,27_IP{}.htm"
Senior Data Scientist,New Zealand,180,"https://www.glassdoor.com/Salaries/new-zealand-senior-data-scientist-salary-SRCH_IL.0,11_IN186_KO12,33_IP{}.htm"
Senior Data Scientist,Ireland,460,"https://www.glassdoor.com/Salaries/ireland-senior-data-scientist-salary-SRCH_IL.0,7_IN70_KO8,29_IP{}.htm"
Senior Data Scientist,Poland,520,"https://www.glassdoor.com/Salaries/poland-senior-data-scientist-salary-SRCH_IL.0,6_IN193_KO7,28_IP{}.htm"
Senior Data Scientist,Spain,1920,"https://www.glassdoor.com/Salaries/spain-senior-data-scientist-salary-SRCH_IL.0,5_IN219_KO6,27_IP{}.htm"
Senior Data Scientist,Thailand,232,"https://www.glassdoor.com/Salaries/thailand-senior-data-scientist-salary-SRCH_IL.0,8_IN229_KO9,30_IP{}.htm"
Senior Data Scientist,Malaysia,460,"https://www.glassdoor.com/Salaries/malaysia-senior-data-scientist-salary-SRCH_IL.0,8_IN170_KO9,30_IP{}.htm"
Senior Data Scientist,Estonia,60,"https://www.glassdoor.com/Salaries/estonia-senior-data-scientist-salary-SRCH_IL.0,7_IN72_KO8,29_IP{}.htm"
Senior Data Scientist,Vietnam,100,"https://www.glassdoor.com/Salaries/vietnam-senior-data-scientist-salary-SRCH_IL.0,7_IN251_KO8,29_IP{}.htm"
Senior Data Scientist,Iran,84,"https://www.glassdoor.com/Salaries/iran-senior-data-scientist-salary-SRCH_IL.0,4_IN118_KO5,26_IP{}.htm"
Senior Data Scientist,Ukraine,40,"https://www.glassdoor.com/Salaries/ukraine-senior-data-scientist-salary-SRCH_IL.0,7_IN244_KO8,29_IP{}.htm"
