job,country,number_of_pages,unique_url
Senior Data Scientist,Hungary,140,"https://www.glassdoor.com/Salaries/hungary-senior-data-scientist-salary-SRCH_IL.0,7_IN111_KO8,29_IP{}.htm"
Senior Data Scientist,Brazil,3776,"https://www.glassdoor.com/Salaries/brazil-senior-data-scientist-salary-SRCH_IL.0,6_IN36_KO7,28_IP{}.htm"
Senior Data Scientist,Philippines,200,"https://www.glassdoor.com/Salaries/philippines-senior-data-scientist-salary-SRCH_IL.0,11_IN204_KO12,33_IP{}.htm"
Senior Data Scientist,Indonesia,560,"https://www.glassdoor.com/Salaries/indonesia-senior-data-scientist-salary-SRCH_IL.0,9_IN113_KO10,31_IP{}.htm"
Senior Data Scientist,Turkey,420,"https://www.glassdoor.com/Salaries/turkey-senior-data-scientist-salary-SRCH_IL.0,6_IN238_KO7,28_IP{}.htm"
Senior Data Scientist,Romania,80,"https://www.glassdoor.com/Salaries/romania-senior-data-scientist-salary-SRCH_IL.0,7_IN203_KO8,29_IP{}.htm"
Senior Data Scientist,Bahrain,20,"https://www.glassdoor.com/Salaries/bahrain-senior-data-scientist-salary-SRCH_IL.0,7_IN21_KO8,29_IP{}.htm"
Senior Data Scientist,Bangladesh,60,"https://www.glassdoor.com/Salaries/bangladesh-senior-data-scientist-salary-SRCH_IL.0,10_IN27_KO11,32_IP{}.htm"
Senior Data Scientist,Egypt,259,"https://www.glassdoor.com/Salaries/egypt-senior-data-scientist-salary-SRCH_IL.0,5_IN69_KO6,27_IP{}.htm"
Senior Data Scientist,Colombia,440,"https://www.glassdoor.com/Salaries/colombia-senior-data-scientist-salary-SRCH_IL.0,8_IN54_KO9,30_IP{}.htm"
Senior Data Scientist,Mexico,940,"https://www.glassdoor.com/Salaries/mexico-senior-data-scientist-salary-SRCH_IL.0,6_IN169_KO7,28_IP{}.htm"
Senior Data Scientist,Azerbaijan,20,"https://www.glassdoor.com/Salaries/azerbaijan-senior-data-scientist-salary-SRCH_IL.0,10_IN9_KO11,32_IP{}.htm"
Senior Data Scientist,Kazakhstan,60,"https://www.glassdoor.com/Salaries/kazakhstan-senior-data-scientist-salary-SRCH_IL.0,10_IN138_KO11,32_IP{}.htm"
Senior Data Scientist,Argentina,520,"https://www.glassdoor.com/Salaries/argentina-senior-data-scientist-salary-SRCH_IL.0,9_IN15_KO10,31_IP{}.htm"
Senior Data Scientist,Belarus,20,"https://www.glassdoor.com/Salaries/belarus-senior-data-scientist-salary-SRCH_IL.0,7_IN33_KO8,29_IP{}.htm"
Senior Data Scientist,Serbia,40,"https://www.glassdoor.com/Salaries/serbia-senior-data-scientist-salary-SRCH_IL.0,6_IN200_KO7,28_IP{}.htm"
Senior Data Scientist,South Africa,400,"https://www.glassdoor.com/Salaries/south-africa-senior-data-scientist-salary-SRCH_IL.0,12_IN211_KO13,34_IP{}.htm"
Senior Data Scientist,Jordan,39,"https://www.glassdoor.com/Salaries/senior-data-scientist-salary-SRCH_IM567_KO0,21_IP{}.htm"
Senior Data Scientist,Sri Lanka,100,"https://www.glassdoor.com/Salaries/sri-lanka-senior-data-scientist-salary-SRCH_IL.0,9_IN45_KO10,31_IP{}.htm"
Senior Data Scientist,Greece,220,"https://www.glassdoor.com/Salaries/greece-senior-data-scientist-salary-SRCH_IL.0,6_IN100_KO7,28_IP{}.htm"
Senior Data Scientist,Guatemala,9,"https://www.glassdoor.com/Salaries/guatemala-senior-data-scientist-salary-SRCH_IL.0,9_IN101_KO10,31_IP{}.htm"
Senior Data Scientist,Bulgaria,40,"https://www.glassdoor.com/Salaries/bulgaria-senior-data-scientist-salary-SRCH_IL.0,8_IN39_KO9,30_IP{}.htm"
Business Analyst,Japan,181,"https://www.glassdoor.com/Salaries/japan-business-analyst-salary-SRCH_IL.0,5_IN123_KO6,22_IP{}.htm"
Business Analyst,South Korea,100,"https://www.glassdoor.com/Salaries/south-korea-business-analyst-salary-SRCH_IL.0,11_IN135_KO12,28_IP{}.htm"
Business Analyst,China,516,"https://www.glassdoor.com/Salaries/china-business-analyst-salary-SRCH_IL.0,5_IN48_KO6,22_IP{}.htm"
Business Analyst,United States,24060,"https://www.glassdoor.com/Salaries/us-business-analyst-salary-SRCH_IL.0,2_IN1_KO3,19_IP{}.htm"
Business Analyst,Germany,2260,"https://www.glassdoor.com/Salaries/germany-business-analyst-salary-SRCH_IL.0,7_IN96_KO8,24_IP{}.htm"
Business Analyst,Singapore,2199,"https://www.glassdoor.com/Salaries/business-analyst-salary-SRCH_IM1123_KO0,16_IP{}.htm"
Business Analyst,United Kingdom,12020,"https://www.glassdoor.com/Salaries/uk-business-analyst-salary-SRCH_IL.0,2_IN2_KO3,19_IP{}.htm"
Business Analyst,Russia,620,"https://www.glassdoor.com/Salaries/russia-business-analyst-salary-SRCH_IL.0,6_IN205_KO7,23_IP{}.htm"
Business Analyst,Switzerland,1000,"https://www.glassdoor.com/Salaries/switzerland-business-analyst-salary-SRCH_IL.0,11_IN226_KO12,28_IP{}.htm"
Business Analyst,United Arab Emirates,620,"https://www.glassdoor.com/Salaries/united-arab-emirates-business-analyst-salary-SRCH_IL.0,20_IN6_KO21,37_IP{}.htm"
Business Analyst,India,320,"https://www.glassdoor.com/Salaries/business-analyst-salary-SRCH_IM407_KO0,16_IP{}.htm"
Business Analyst,France,2980,"https://www.glassdoor.com/Salaries/france-business-analyst-salary-SRCH_IL.0,6_IN86_KO7,23_IP{}.htm"
Business Analyst,Israel,420,"https://www.glassdoor.com/Salaries/israel-business-analyst-salary-SRCH_IL.0,6_IN119_KO7,23_IP{}.htm"
Business Analyst,Canada,8560,"https://www.glassdoor.com/Salaries/canada-business-analyst-salary-SRCH_IL.0,6_IN3_KO7,23_IP{}.htm"
Business Analyst,Sweden,321,"https://www.glassdoor.com/Salaries/sweden-business-analyst-salary-SRCH_IL.0,6_IN223_KO7,23_IP{}.htm"
Business Analyst,Denmark,240,"https://www.glassdoor.com/Salaries/denmark-business-analyst-salary-SRCH_IL.0,7_IN63_KO8,24_IP{}.htm"
Business Analyst,Netherlands,1380,"https://www.glassdoor.com/Salaries/netherlands-business-analyst-salary-SRCH_IL.0,11_IN178_KO12,28_IP{}.htm"
Business Analyst,Qatar,80,"https://www.glassdoor.com/Salaries/qatar-business-analyst-salary-SRCH_IL.0,5_IN199_KO6,22_IP{}.htm"
Business Analyst,Australia,5140,"https://www.glassdoor.com/Salaries/australia-business-analyst-salary-SRCH_IL.0,9_IN16_KO10,26_IP{}.htm"
Business Analyst,Finland,120,"https://www.glassdoor.com/Salaries/finland-business-analyst-salary-SRCH_IL.0,7_IN79_KO8,24_IP{}.htm"
Business Analyst,Norway,80,"https://www.glassdoor.com/Salaries/norway-business-analyst-salary-SRCH_IL.0,6_IN180_KO7,23_IP{}.htm"
Business Analyst,Luxembourg,260,"https://www.glassdoor.com/Salaries/luxembourg-business-analyst-salary-SRCH_IL.0,10_IN148_KO11,27_IP{}.htm"
Business Analyst,Belgium,880,"https://www.glassdoor.com/Salaries/belgium-business-analyst-salary-SRCH_IL.0,7_IN25_KO8,24_IP{}.htm"
Business Analyst,Saudi Arabia,280,"https://www.glassdoor.com/Salaries/saudi-arabia-business-analyst-salary-SRCH_IL.0,12_IN207_KO13,29_IP{}.htm"
Business Analyst,Austria,220,"https://www.glassdoor.com/Salaries/austria-business-analyst-salary-SRCH_IL.0,7_IN18_KO8,24_IP{}.htm"
Business Analyst,Italy,1900,"https://www.glassdoor.com/Salaries/italy-business-analyst-salary-SRCH_IL.0,5_IN120_KO6,22_IP{}.htm"
Business Analyst,New Zealand,800,"https://www.glassdoor.com/Salaries/new-zealand-business-analyst-salary-SRCH_IL.0,11_IN186_KO12,28_IP{}.htm"
Business Analyst,Ireland,1340,"https://www.glassdoor.com/Salaries/ireland-business-analyst-salary-SRCH_IL.0,7_IN70_KO8,24_IP{}.htm"
Business Analyst,Poland,840,"https://www.glassdoor.com/Salaries/poland-business-analyst-salary-SRCH_IL.0,6_IN193_KO7,23_IP{}.htm"
Business Analyst,Spain,1460,"https://www.glassdoor.com/Salaries/spain-business-analyst-salary-SRCH_IL.0,5_IN219_KO6,22_IP{}.htm"
Business Analyst,Thailand,380,"https://www.glassdoor.com/Salaries/thailand-business-analyst-salary-SRCH_IL.0,8_IN229_KO9,25_IP{}.htm"
Business Analyst,Malaysia,1240,"https://www.glassdoor.com/Salaries/malaysia-business-analyst-salary-SRCH_IL.0,8_IN170_KO9,25_IP{}.htm"
Business Analyst,Estonia,80,"https://www.glassdoor.com/Salaries/estonia-business-analyst-salary-SRCH_IL.0,7_IN72_KO8,24_IP{}.htm"
Business Analyst,Vietnam,400,"https://www.glassdoor.com/Salaries/vietnam-business-analyst-salary-SRCH_IL.0,7_IN251_KO8,24_IP{}.htm"
Business Analyst,Iran,100,"https://www.glassdoor.com/Salaries/iran-business-analyst-salary-SRCH_IL.0,4_IN118_KO5,21_IP{}.htm"
Business Analyst,Ukraine,100,"https://www.glassdoor.com/Salaries/ukraine-business-analyst-salary-SRCH_IL.0,7_IN244_KO8,24_IP{}.htm"
Business Analyst,Hungary,440,"https://www.glassdoor.com/Salaries/hungary-business-analyst-salary-SRCH_IL.0,7_IN111_KO8,24_IP{}.htm"
Business Analyst,Brazil,6940,"https://www.glassdoor.com/Salaries/brazil-business-analyst-salary-SRCH_IL.0,6_IN36_KO7,23_IP{}.htm"
Business Analyst,Philippines,1200,"https://www.glassdoor.com/Salaries/philippines-business-analyst-salary-SRCH_IL.0,11_IN204_KO12,28_IP{}.htm"
Business Analyst,Indonesia,1344,"https://www.glassdoor.com/Salaries/indonesia-business-analyst-salary-SRCH_IL.0,9_IN113_KO10,26_IP{}.htm"
Business Analyst,Turkey,620,"https://www.glassdoor.com/Salaries/turkey-business-analyst-salary-SRCH_IL.0,6_IN238_KO7,23_IP{}.htm"
Business Analyst,Romania,420,"https://www.glassdoor.com/Salaries/romania-business-analyst-salary-SRCH_IL.0,7_IN203_KO8,24_IP{}.htm"
Business Analyst,Bahrain,40,"https://www.glassdoor.com/Salaries/bahrain-business-analyst-salary-SRCH_IL.0,7_IN21_KO8,24_IP{}.htm"
Business Analyst,Bangladesh,251,"https://www.glassdoor.com/Salaries/bangladesh-business-analyst-salary-SRCH_IL.0,10_IN27_KO11,27_IP{}.htm"
Business Analyst,Egypt,400,"https://www.glassdoor.com/Salaries/egypt-business-analyst-salary-SRCH_IL.0,5_IN69_KO6,22_IP{}.htm"
Business Analyst,Colombia,400,"https://www.glassdoor.com/Salaries/colombia-business-analyst-salary-SRCH_IL.0,8_IN54_KO9,25_IP{}.htm"
Business Analyst,Mexico,1243,"https://www.glassdoor.com/Salaries/mexico-business-analyst-salary-SRCH_IL.0,6_IN169_KO7,23_IP{}.htm"
Business Analyst,Azerbaijan,40,"https://www.glassdoor.com/Salaries/azerbaijan-business-analyst-salary-SRCH_IL.0,10_IN9_KO11,27_IP{}.htm"
Business Analyst,Argentina,700,"https://www.glassdoor.com/Salaries/argentina-business-analyst-salary-SRCH_IL.0,9_IN15_KO10,26_IP{}.htm"
Business Analyst,Belarus,20,"https://www.glassdoor.com/Salaries/belarus-business-analyst-salary-SRCH_IL.0,7_IN33_KO8,24_IP{}.htm"
Business Analyst,Serbia,40,"https://www.glassdoor.com/Salaries/serbia-business-analyst-salary-SRCH_IL.0,6_IN200_KO7,23_IP{}.htm"
Business Analyst,South Africa,1060,"https://www.glassdoor.com/Salaries/south-africa-business-analyst-salary-SRCH_IL.0,12_IN211_KO13,29_IP{}.htm"
Business Analyst,Jordan,500,"https://www.glassdoor.com/Salaries/business-analyst-salary-SRCH_IM567_KO0,16_IP{}.htm"
Business Analyst,Sri Lanka,540,"https://www.glassdoor.com/Salaries/sri-lanka-business-analyst-salary-SRCH_IL.0,9_IN45_KO10,26_IP{}.htm"
Business Analyst,Greece,320,"https://www.glassdoor.com/Salaries/greece-business-analyst-salary-SRCH_IL.0,6_IN100_KO7,23_IP{}.htm"
Business Analyst,Guatemala,20,"https://www.glassdoor.com/Salaries/guatemala-business-analyst-salary-SRCH_IL.0,9_IN101_KO10,26_IP{}.htm"
Business Analyst,Bulgaria,194,"https://www.glassdoor.com/Salaries/bulgaria-business-analyst-salary-SRCH_IL.0,8_IN39_KO9,25_IP{}.htm"
Business Intelligence Developer,Japan,20,"https://www.glassdoor.com/Salaries/japan-business-intelligence-developer-salary-SRCH_IL.0,5_IN123_KO6,37_IP{}.htm"
Business Intelligence Developer,South Korea,20,"https://www.glassdoor.com/Salaries/south-korea-business-intelligence-developer-salary-SRCH_IL.0,11_IN135_KO12,43_IP{}.htm"
Business Intelligence Developer,China,60,"https://www.glassdoor.com/Salaries/china-business-intelligence-developer-salary-SRCH_IL.0,5_IN48_KO6,37_IP{}.htm"
Business Intelligence Developer,United States,1480,"https://www.glassdoor.com/Salaries/us-business-intelligence-developer-salary-SRCH_IL.0,2_IN1_KO3,34_IP{}.htm"
Business Intelligence Developer,Germany,500,"https://www.glassdoor.com/Salaries/germany-business-intelligence-developer-salary-SRCH_IL.0,7_IN96_KO8,39_IP{}.htm"
Business Intelligence Developer,Singapore,220,"https://www.glassdoor.com/Salaries/business-intelligence-developer-salary-SRCH_IM1123_KO0,31_IP{}.htm"
Business Intelligence Developer,United Kingdom,1860,"https://www.glassdoor.com/Salaries/uk-business-intelligence-developer-salary-SRCH_IL.0,2_IN2_KO3,34_IP{}.htm"
Business Intelligence Developer,Russia,40,"https://www.glassdoor.com/Salaries/russia-business-intelligence-developer-salary-SRCH_IL.0,6_IN205_KO7,38_IP{}.htm"
Business Intelligence Developer,Switzerland,74,"https://www.glassdoor.com/Salaries/switzerland-business-intelligence-developer-salary-SRCH_IL.0,11_IN226_KO12,43_IP{}.htm"
Business Intelligence Developer,United Arab Emirates,80,"https://www.glassdoor.com/Salaries/united-arab-emirates-business-intelligence-developer-salary-SRCH_IL.0,20_IN6_KO21,52_IP{}.htm"
Business Intelligence Developer,India,40,"https://www.glassdoor.com/Salaries/business-intelligence-developer-salary-SRCH_IM407_KO0,31_IP{}.htm"
Business Intelligence Developer,France,315,"https://www.glassdoor.com/Salaries/france-business-intelligence-developer-salary-SRCH_IL.0,6_IN86_KO7,38_IP{}.htm"
Business Intelligence Developer,Israel,93,"https://www.glassdoor.com/Salaries/israel-business-intelligence-developer-salary-SRCH_IL.0,6_IN119_KO7,38_IP{}.htm"
Business Intelligence Developer,Canada,940,"https://www.glassdoor.com/Salaries/canada-business-intelligence-developer-salary-SRCH_IL.0,6_IN3_KO7,38_IP{}.htm"
Business Intelligence Developer,Sweden,60,"https://www.glassdoor.com/Salaries/sweden-business-intelligence-developer-salary-SRCH_IL.0,6_IN223_KO7,38_IP{}.htm"
Business Intelligence Developer,Denmark,60,"https://www.glassdoor.com/Salaries/denmark-business-intelligence-developer-salary-SRCH_IL.0,7_IN63_KO8,39_IP{}.htm"
Business Intelligence Developer,Netherlands,340,"https://www.glassdoor.com/Salaries/netherlands-business-intelligence-developer-salary-SRCH_IL.0,11_IN178_KO12,43_IP{}.htm"
Business Intelligence Developer,Qatar,7,"https://www.glassdoor.com/Salaries/qatar-business-intelligence-developer-salary-SRCH_IL.0,5_IN199_KO6,37_IP{}.htm"
Business Intelligence Developer,Australia,420,"https://www.glassdoor.com/Salaries/australia-business-intelligence-developer-salary-SRCH_IL.0,9_IN16_KO10,41_IP{}.htm"
Business Intelligence Developer,Finland,20,"https://www.glassdoor.com/Salaries/finland-business-intelligence-developer-salary-SRCH_IL.0,7_IN79_KO8,39_IP{}.htm"
Business Intelligence Developer,Norway,7,"https://www.glassdoor.com/Salaries/norway-business-intelligence-developer-salary-SRCH_IL.0,6_IN180_KO7,38_IP{}.htm"
Business Intelligence Developer,Luxembourg,35,"https://www.glassdoor.com/Salaries/luxembourg-business-intelligence-developer-salary-SRCH_IL.0,10_IN148_KO11,42_IP{}.htm"
Business Intelligence Developer,Belgium,82,"https://www.glassdoor.com/Salaries/belgium-business-intelligence-developer-salary-SRCH_IL.0,7_IN25_KO8,39_IP{}.htm"
Business Intelligence Developer,Saudi Arabia,40,"https://www.glassdoor.com/Salaries/saudi-arabia-business-intelligence-developer-salary-SRCH_IL.0,12_IN207_KO13,44_IP{}.htm"
Business Intelligence Developer,Austria,40,"https://www.glassdoor.com/Salaries/austria-business-intelligence-developer-salary-SRCH_IL.0,7_IN18_KO8,39_IP{}.htm"
Business Intelligence Developer,Italy,263,"https://www.glassdoor.com/Salaries/italy-business-intelligence-developer-salary-SRCH_IL.0,5_IN120_KO6,37_IP{}.htm"
Business Intelligence Developer,New Zealand,76,"https://www.glassdoor.com/Salaries/new-zealand-business-intelligence-developer-salary-SRCH_IL.0,11_IN186_KO12,43_IP{}.htm"
Business Intelligence Developer,Ireland,140,"https://www.glassdoor.com/Salaries/ireland-business-intelligence-developer-salary-SRCH_IL.0,7_IN70_KO8,39_IP{}.htm"
Business Intelligence Developer,Poland,92,"https://www.glassdoor.com/Salaries/poland-business-intelligence-developer-salary-SRCH_IL.0,6_IN193_KO7,38_IP{}.htm"
Business Intelligence Developer,Spain,340,"https://www.glassdoor.com/Salaries/spain-business-intelligence-developer-salary-SRCH_IL.0,5_IN219_KO6,37_IP{}.htm"
Business Intelligence Developer,Thailand,60,"https://www.glassdoor.com/Salaries/thailand-business-intelligence-developer-salary-SRCH_IL.0,8_IN229_KO9,40_IP{}.htm"
Business Intelligence Developer,Malaysia,120,"https://www.glassdoor.com/Salaries/malaysia-business-intelligence-developer-salary-SRCH_IL.0,8_IN170_KO9,40_IP{}.htm"
Business Intelligence Developer,Estonia,4,"https://www.glassdoor.com/Salaries/estonia-business-intelligence-developer-salary-SRCH_IL.0,7_IN72_KO8,39_IP{}.htm"
Business Intelligence Developer,Vietnam,52,"https://www.glassdoor.com/Salaries/vietnam-business-intelligence-developer-salary-SRCH_IL.0,7_IN251_KO8,39_IP{}.htm"
Business Intelligence Developer,Iran,23,"https://www.glassdoor.com/Salaries/iran-business-intelligence-developer-salary-SRCH_IL.0,4_IN118_KO5,36_IP{}.htm"
Business Intelligence Developer,Ukraine,20,"https://www.glassdoor.com/Salaries/ukraine-business-intelligence-developer-salary-SRCH_IL.0,7_IN244_KO8,39_IP{}.htm"
Business Intelligence Developer,Hungary,40,"https://www.glassdoor.com/Salaries/hungary-business-intelligence-developer-salary-SRCH_IL.0,7_IN111_KO8,39_IP{}.htm"
Business Intelligence Developer,Brazil,1840,"https://www.glassdoor.com/Salaries/brazil-business-intelligence-developer-salary-SRCH_IL.0,6_IN36_KO7,38_IP{}.htm"
Business Intelligence Developer,Philippines,180,"https://www.glassdoor.com/Salaries/philippines-business-intelligence-developer-salary-SRCH_IL.0,11_IN204_KO12,43_IP{}.htm"
Business Intelligence Developer,Indonesia,254,"https://www.glassdoor.com/Salaries/indonesia-business-intelligence-developer-salary-SRCH_IL.0,9_IN113_KO10,41_IP{}.htm"
Business Intelligence Developer,Turkey,140,"https://www.glassdoor.com/Salaries/turkey-business-intelligence-developer-salary-SRCH_IL.0,6_IN238_KO7,38_IP{}.htm"
Business Intelligence Developer,Romania,40,"https://www.glassdoor.com/Salaries/romania-business-intelligence-developer-salary-SRCH_IL.0,7_IN203_KO8,39_IP{}.htm"
Business Intelligence Developer,Bahrain,20,"https://www.glassdoor.com/Salaries/bahrain-business-intelligence-developer-salary-SRCH_IL.0,7_IN21_KO8,39_IP{}.htm"
Business Intelligence Developer,Bangladesh,40,"https://www.glassdoor.com/Salaries/bangladesh-business-intelligence-developer-salary-SRCH_IL.0,10_IN27_KO11,42_IP{}.htm"
Business Intelligence Developer,Egypt,120,"https://www.glassdoor.com/Salaries/egypt-business-intelligence-developer-salary-SRCH_IL.0,5_IN69_KO6,37_IP{}.htm"
Business Intelligence Developer,Colombia,100,"https://www.glassdoor.com/Salaries/colombia-business-intelligence-developer-salary-SRCH_IL.0,8_IN54_KO9,40_IP{}.htm"
Business Intelligence Developer,Mexico,369,"https://www.glassdoor.com/Salaries/mexico-business-intelligence-developer-salary-SRCH_IL.0,6_IN169_KO7,38_IP{}.htm"
Business Intelligence Developer,Azerbaijan,20,"https://www.glassdoor.com/Salaries/azerbaijan-business-intelligence-developer-salary-SRCH_IL.0,10_IN9_KO11,42_IP{}.htm"
Business Intelligence Developer,Kazakhstan,20,"https://www.glassdoor.com/Salaries/kazakhstan-business-intelligence-developer-salary-SRCH_IL.0,10_IN138_KO11,42_IP{}.htm"
Business Intelligence Developer,Argentina,180,"https://www.glassdoor.com/Salaries/argentina-business-intelligence-developer-salary-SRCH_IL.0,9_IN15_KO10,41_IP{}.htm"
Business Intelligence Developer,Belarus,20,"https://www.glassdoor.com/Salaries/belarus-business-intelligence-developer-salary-SRCH_IL.0,7_IN33_KO8,39_IP{}.htm"
Business Intelligence Developer,Serbia,20,"https://www.glassdoor.com/Salaries/serbia-business-intelligence-developer-salary-SRCH_IL.0,6_IN200_KO7,38_IP{}.htm"
Business Intelligence Developer,South Africa,160,"https://www.glassdoor.com/Salaries/south-africa-business-intelligence-developer-salary-SRCH_IL.0,12_IN211_KO13,44_IP{}.htm"
Business Intelligence Developer,Jordan,20,"https://www.glassdoor.com/Salaries/business-intelligence-developer-salary-SRCH_IM567_KO0,31_IP{}.htm"
Business Intelligence Developer,Sri Lanka,40,"https://www.glassdoor.com/Salaries/sri-lanka-business-intelligence-developer-salary-SRCH_IL.0,9_IN45_KO10,41_IP{}.htm"
Business Intelligence Developer,Greece,54,"https://www.glassdoor.com/Salaries/greece-business-intelligence-developer-salary-SRCH_IL.0,6_IN100_KO7,38_IP{}.htm"
Business Intelligence Developer,Guatemala,20,"https://www.glassdoor.com/Salaries/guatemala-business-intelligence-developer-salary-SRCH_IL.0,9_IN101_KO10,41_IP{}.htm"
Business Intelligence Developer,Bulgaria,27,"https://www.glassdoor.com/Salaries/bulgaria-business-intelligence-developer-salary-SRCH_IL.0,8_IN39_KO9,40_IP{}.htm"
Data Scientist,Czech Republic,160,"https://www.glassdoor.com/Salaries/czech-republic-data-scientist-salary-SRCH_IL.0,14_IN77_KO15,29_IP{}.htm"
Data Engineer,Czech Republic,300,"https://www.glassdoor.com/Salaries/czech-republic-data-engineer-salary-SRCH_IL.0,14_IN77_KO15,28_IP{}.htm"
Data Engineer,Romania,332,"https://www.glassdoor.com/Salaries/romania-data-engineer-salary-SRCH_IL.0,7_IN203_KO8,21_IP{}.htm"
Data Analyst,Czech Republic,220,"https://www.glassdoor.com/Salaries/czech-republic-data-analyst-salary-SRCH_IL.0,14_IN77_KO15,27_IP{}.htm"
Database Administrator,Czech Republic,60,"https://www.glassdoor.com/Salaries/czech-republic-database-administrator-salary-SRCH_IL.0,14_IN77_KO15,37_IP{}.htm"
Database Administrator,Bulgaria,20,"https://www.glassdoor.com/Salaries/bulgaria-database-administrator-salary-SRCH_IL.0,8_IN39_KO9,31_IP{}.htm"
Senior Data Analyst,Czech Republic,340,"https://www.glassdoor.com/Salaries/czech-republic-senior-data-analyst-salary-SRCH_IL.0,14_IN77_KO15,34_IP{}.htm"
Senior Data Scientist,Czech Republic,160,"https://www.glassdoor.com/Salaries/czech-republic-senior-data-scientist-salary-SRCH_IL.0,14_IN77_KO15,36_IP{}.htm"
Business Analyst,Czech Republic,320,"https://www.glassdoor.com/Salaries/czech-republic-business-analyst-salary-SRCH_IL.0,14_IN77_KO15,31_IP{}.htm"
Business Analyst,Kazakhstan,80,"https://www.glassdoor.com/Salaries/kazakhstan-business-analyst-salary-SRCH_IL.0,10_IN138_KO11,27_IP{}.htm"
Business Intelligence Developer,Czech Republic,27,"https://www.glassdoor.com/Salaries/czech-republic-business-intelligence-developer-salary-SRCH_IL.0,14_IN77_KO15,46_IP{}.htm"
Data Engineer,Romania,340,"https://www.glassdoor.com/Salaries/romania-data-engineer-salary-SRCH_IL.0,7_IN203_KO8,21_IP{}.htm"
